,城市,公司名称,学历要求,工作经验,招聘岗位,薪资待遇,职位描述,薪资下限,薪资上限
199,上海市,上海熙瑾信息技术有限公司,大专,3-5年,高级大数据运维工程师,8000-13000元/月,"岗位职责：
1.3-5年以上互联网公司Linux运维相关经验
2.熟练掌握linux系统部署、优化、故障处理，有网络安全和国产化操作系统相关经验优先
3.熟练掌握Python/Shell/Per等一至两种语言
4.熟练掌握Git、Nginx、Redis、Tomcat、keepalive等
5.熟练掌握KVM虚拟化技术、Docker容器技术、云平台部署
6.熟悉大数据相关组件的开发，或运维经验等。
7.有丰富的系统故障排查和解决经验，突出的分析和解决问题的能力
8.有良好的沟通协调能力、学习能力、团队精神
9.有较好的承压能力，能够在压力较大的情况下做出准确判断
10.有高度的责任感，对于工作积极严谨",8000,13000
200,上海市,上海从鲸信息技术有限公司,不限,不限,大数据运维开发工程师,20000-40000元/月,"岗位职责：
1. 负责大数据底层存储组件的运维、部署、管理、扩容和优化等，保障服务的稳定性和可用性，发现并解决性能瓶颈等
2. 支持各类业务对大数据组件的使用需求，并帮助业务方进行一些技术选型；
3. 负责大数据平台运营运维工作，保障实时离线服务的稳定性和可用性，发现并解决性能瓶颈等
4. 推进自动化运维平台的建设，提升运维工作效率
5. 负责存储平台管控系统的设计及架构，持续优化整个产品线的稳定性，可用性和用户体验。


岗位要求：
1. 熟悉Hadoop/Elastic生态圈，对Elasticsearch 、HBase、Hive、Kafka、Zookeeper、yarn等主流分布式开发套件有一定认识，有相关安装部署运维、调优经验者优先；
2. 熟悉Linux类操作系统的基础命令操作，能够编写脚本开展日常运维工作， 至少会使用一种自动化部署工具： ansible， puppet， saltstack 等
3. 熟悉Golang/Python/Java/中至少一门语言，有相关开发经验优先",20000,40000
201,上海市,北京抖音信息服务有限公司,本科,不限,大数据SRE运维专家,30000-60000元/月,"职位描述
1、负责字节跳动数据平台稳定性保障、从发现、止血与恢复链路运维体系建设，保障业务连续性；
2、负责字节跳动自研大数据产品以及开源产品的自动化运维，提升交付、运维与技术支持的效能；
3、负责沉淀大数据运维经验向文档化、工具化以及标准化推进，促进字节跳动大数据平台运维效能与安全生产。
职位要求
1、计算机相关专业，本科及以上学历；
2、3年以上大数据领域SRE运维、toB产品技术支持相关工作经验；
3、熟悉一个或多个开源组件，如Hadoop/Spark/Flink/Hive/Presto/Trino/Doris/Kafka/HBase/Hudi/ClickHouse等；
4、熟悉一个或多个业内大数据平台产品，如Ambari、CDH、AWS EMR、阿里云EMR、华为云MRS等；
5、对大数据产品问题排查有实际的工作经验，面对线上大数据产品问题有自己的一套排查思路，具备快速定位问题能力；
6、熟悉至少一门编程语言，包括但不限于：shell、python、java、Scala等；
7、具备良好的沟通表达、团队协作以及自驱能力，不断提升改进自己；
8、加分项：具备toB大数据交付实施方案设计与解决方案设计能力。",30000,60000
202,上海市,久瓴上海智能科技有限公司,本科,3-5年,时空大数据开发工程师,16000-25000元/月,"职责描述:
1、负责时空大数据的存储，管理，计算，分析，建模和数据融合;
2、 负责时空大数据仓库/数据湖架构的设计、优化，及开发调度优化;
3、负责时空大数据计算技术攻关实施开发，负责相关数据产品的开发;
4、支持配合公司相关大数据项目的技术实施，位相关项目提供技术支持和服务;
5、完成领导交办的其他工作;
任职要求：
1、全日制统招本科以上学历，地理信息，遥感，测绘，计算机等专业;
2、熟练掌握gis空间分析理论和方法，qgis等常用gis工具集
3、熟练掌握Spark、geomesa、Hbase、等常用的时空大数据组件;
4、熟练掌握hadoop、kafka、flink、hive、hudi等大数据技术，熟悉大数据理论体系知识，有实际数仓/数据湖落地经验。
5、精通至少一门编程语言，如:java/Scala/Python;熟练掌握SQL，有PG、mysql数据库经验;熟悉常见调度管理工具，如:airl
6、具备时空大数据、数字孪生、林业、水文、医疗、知识图谱大数据经验、或者机器学习背景优先考虑;
7、具有较强的执行力、良好的沟通协作能力和抗压能力;",16000,25000
203,上海市,久瓴上海智能科技有限公司,本科,3-5年,大数据产品经理/总监,20000-40000元/月,"1、产品规划与设计：负责时空数据产品的规划、设计和落地，包括产品功能规划和产品设计 ，具体类型包括但不仅限于数仓、数湖、数据中台的产品架构设计，智能标注平台、知识图谱产品设计等。
2、技术趋势调研：基于时空大数据、人工智能等技术趋势进行调研，以保持产品竞争力 。
3、团队领导与管理：带领产品团队，管理产品生命周期，并对系统的最终效率价值负责 。
4、市场与需求分析：进行市场调研和需求分析，以确保产品设计符合市场需求和用户期望 。
5、跨部门协作：推进产品相关的跨部门协作，协调开发、设计、数据等各方资源，保证项目如期上线 。
6、数据策略制定：负责数据资产管理、数据采集、数据平台建设等，以提升公司整体数据化和智能化水平 。
7、产品优化与迭代：根据用户反馈和市场变化，持续优化和迭代产品，提升产品质量和用户体验 。
8、风险管理：识别项目风险并制定规避策略，确保项目目标的达成 。
9、业务赋能：通过数据产品为业务提供支持和赋能，驱动业务增长 。
10、技术专长：具备对大数据、机器学习等相关技术的深入了解，并能与技术团队高效沟通 。

任职要求：
1、教育背景：本科及以上学历，计算机、电子信息、遥感、测绘、GIS等相关专业 。
2、工作经验：具备数据挖掘工作经验，有快速学习能力，密切关注业界最新进展 。
3、技术能力：熟悉机器学习、深度学习、NLP、知识图谱构建等算法，能够进行数学建模 。
4、沟通协调：具备良好的沟通和合作能力，逻辑思维能力优秀 。
5、管理能力：有团队管理经验，能够组织协调多部门将方案推进落地 。",20000,40000
204,上海市,上海永辉超市有限公司,本科,5-10年,大数据平台开发工程师,3000-6000元/月,"-	职责描述：
-	负责大数据平台技术框架的选型与技术难点攻关，大数据相关平台功能模块，调度，作业开发，数据资产等开发
-	负责规划数据挖掘的整体流程，负责大数据开发团队业务需求开发
-	与业务部门密切配合，寻求数据层面的业务价值，利用数据分析结论推动产品优化
-      负责新技术的调研，并能在团队内进行推广应用
-      负责公司大数据底层框架的整体架构设计，结合公司实际业务情况进行技术选型及大数据战略规划；


-	
-	任职要求：
-	计算机、数学相关专业，本科以上学历；5年以上开发经验，其中3年以上大数据架构或相关工作经验；有大型零售大数据、电商平台系统设计和架构经验hadoop平台开发经验
-	熟悉Hadoop生态圈其他系统，包括Hive，Pig，HBase，Spark，Kafka，Oozie，Sqoop，Flume，ZooKeeper, Strom,FLink,并了解其原理
-	具备大型复杂Hadoop数据平台的建设实施经验
-	精通Java及Python,有架构设计能力和良好的编码习惯
-	能够承受一定工作压力，有团队合作精神",3000,6000
205,上海市,吉利汽车研究院宁波有限公司,本科,5-10年,大数据开发工程师 急招,23000-35000元/月,"1.负责车联网服务相关的项目/产品研发,架构，框架设计等；
2.深入发掘和分析业务需求，撰写技术方案和系统设计；
3.负责关键技术的预研和攻关，提高系统的扩展性、稳定性和安全性；
4.核心代码编写、指导和培训工程师、不断进行系统优化；
5.参与或领导跨团队的研发项目。

任职要求：
1.五年及以上使用JAVA开发的经验，对于用过的开源框架，能了解到它的原理和机制；
2.熟悉大数据离线计算生态（Hadoop、Sqoop、Hive、HBase、Spark、调度框架等）；
3.熟悉大数据实时计算生态（Storm、Spark、Flume、Kafka等）；
4.熟悉机器学习、深度学习、数据挖掘、数据分析，有较深的理论研究和实践经验；
5.熟悉网络的基本原理，如TCP/IP协议，HTTP协议，MQTT协议等；
6.熟悉分布式系统的设计和应用，熟悉缓存、消息等机制，能对分布式常用技术进行合理应用并解决问题；
7.具备良好的数学建模能力和比较强的数据分析能力；
8.熟悉TenserFlow, sklearn, Keras, SparkML等机器学习框架，良好的数据结构与算法基础和系统设计能力；
9.喜欢探索和尝试最新的技术，追求编写优雅的代码，从技术趋势和思路上能影响技术团队；

加分项：
1.有多个互联网、大数据、物联网项目架构设计及实施经验者优先；
2.掌握EA（企业架构）或RUP（统一软件开发过程）者优先；
3.有车联网服务开发经验优先。

急招，面试流程短，hc多。上海有补充公积金，公司待遇好，稳定。
传统车企，燃油混动新能源车型销量top3，新能源自动驾驶智能座舱部门也是未来大的发展方向。
吉利集团旗下几何，吉利，领克，极氪，奔驰smart，沃尔沃，极星，路特斯等品牌，平台大，业务面广，稳定不卷，有不同的发展方向可以选择。",23000,35000
206,上海市,建信金融科技有限责任公司,本科,不限,高级大数据开发工程师,15000-30000元/月,"职位描述：
1、负责大数据专业服务项目设计与交付（数据治理、数据建模、数据分析挖掘等） ；
2、负责数据仓库的设计与研发；
3、负责对实际业务进行合理的抽象和模型设计，设计和开发高质量底层数据体系。
4、根据业务、产品和分析做数据产品化沉淀，提高运营效率，减少研发成本。


职位要求：
1、 计算机相关专业本科以上学历，3-5年大数据相关开发经验，有金融或者政务系统数据仓库0-1搭建尤佳； 
2、有过0-1大数据平台建设经验，了解数据仓库实施方法论、了解数据仓库体系，并支撑过实际业务场景；
3、具备较强的编码能力，熟练使用大数据SQL，并掌握 JAVA、Python 开发语言之一的优先考虑； 
4、熟悉Hadoop、HIVE、HBase、Strom、Kafka、 Flume、Spark等开源框架，熟悉知识图谱技术尤佳；
6、具备业务理解和抽象能力，能够承担项目中系统分析设计及数据建模，技术方向把控。
7、较好的沟通理解能力，性格乐观，态度踏实，积极上进。",15000,30000
207,上海市,上海得物信息集团有限公司,本科,不限,大数据基础架构工程师,30000-60000元/月,"职位描述

1、打造业界领先的计算、存储、调度等分布式系统；

2、为海量数据和大规模业务系统提供可靠的基础设施。

职位要求

1、掌握分布式系统原理，对存储、计算、消息队列、集群管理中的一项或多项有深入的理解和认识；

2、乐于挑战没有明显答案的问题，能快速理解业务场景，从具体问题中抽象出通用的解决方案；

3、存储方向：对 HDFS, RocksDB, LevelDB, Memcache, Redis, MySQL, HBase, Kafka 的一项或多项有经验者优先；

4、计算方向：对 Spark, MapReduce, Flink, Hive, Presto, ClickHouse 的一项或多项有经验者优先；

5、集群管理：对 YARN, K8S的一项或多项有经验者优先；

6、向开源社区贡献过 patch 者优先，请在简历上说明。",30000,60000
208,上海市,上海众调信息科技有限公司,本科,3-5年,中级大数据开发工程师,10000-15000元/月,"岗位职责：
1、负责基于Hadoop/Spark/Hbase/Kafka等平台的批量处理和实时计算开发;
2、负责公司大数据平台数据模型的设计及开发，包括数据需求的沟通、离线/实时模型设计与开发、质量管理监控等工作;
3、负责大数据数据中台开发。负责大数据端与web端的对接。

【任职要求】
1、计算机相关专业，专科及以上学历；
2、2-3年及以上相关工作经验，具有扎实的数据仓库的理论知识;
3、熟练使用shell、perl、 python、Java等至少2门脚本语言;
4、掌握Hadoop、Hbase、 Kafka、 Hive、 Spark、 ES 等大数据技术;
5、熟练掌握数仓建模理论，完成数据仓库模型设计;
6、具备良好的逻辑分析能力、组织沟通能力和团队精神。",10000,15000
209,上海市,上海兰卫医学检验所股份有限公司,本科,5-10年,高级大数据开发工程师,20000-28000元/月,"日常工作任务及职责： 1.负责对接产品经理需求，评估报表需求可行性和工期； 2.负责BI报表产品的开发以及持续优化（熟悉Quick BI，Metabase或类似产品，较高sql水平） 3.基于报表产品对数据结构的要求，反向推动数仓数据的完善和落地（较深的业务应用经验和能力，开源社区产品二开能力） 4.负责报表平台产品的部署与运维（TB级运维经验） 5.基于医学大数据基座深度开发（医学行业开发经验优先熟悉院端产品优先）
任职资格： 1.计算机、电子信息学科相关专业2.从事BI应用、报表、数据展示开发3年以上 3.熟悉应用BI工具产品来进行报表开发 4.熟悉CDP CDH HDP等框架的优先 5.有开源大数据二开经验者优先 6.有医疗行业经验者优先 7.有严格背调流程，背调不太自信的可以稍微注意这点，避免浪费时间",20000,28000
210,上海市,上海华为技术有限公司,本科,不限,AI大数据治理工程师,15000-30000元/月,"1、负责数据的安全治理，利用先进的数据安全产品或技术保障数据存储、开发、应用过程中的合规和隐私保护
2、制定IPD、LTC产品研、销、制、供、服全生命周期的数据资产管理体系，利用数据标准、标签、画像、知识图谱等技术，数据质量方法，实现无线数据资产全联接，数据同源、清洁、直达用户；",15000,30000
211,上海市,上海观安信息技术股份有限公司,本科,5-10年,大数据平台实施工程师,15000-20000元/月,"负责公司平台类产品的运维工作，包括系统工程师职责范围内的安装、部署、调试、优化等，确保平台稳定高效地运行。
主要职责：
- 负责公司大数据平台系统的日常维护、监控和管理，包括系统安装、配置、备份、容灾等；
- 根据业务需求，协助规划并实施大数据平台系统的新增需求、升级和扩展计划；
- 负责平台系统性能的监测、分析和调优，参与系统架构的优化和调整，确保系统稳定高效地运行；
- 负责平台故障处理和日常工作中的问题定位，协助解决系统问题，确保系统24小时内在线无故障；
- 参与大数据平台系统的技术交流和分享，协助团队成员不断提升技术能力；
- 根据项目需求，协助编写相关的技术文档和测试报告。
职位要求：
- 具备计算机专业大学本科及以上学历；
- 熟悉Linux操作系统，了解TCP/IP、DNS等网络知识，具备网络故障排除能力；
- 熟悉Java、Python等开发语言，了解常见的开发框架；",15000,20000
212,上海市,北京深演智能科技股份有限公司,本科,5-10年,大数据技术经理- SH,25000-40000元/月,"工作职责:
1、配合项目团队、销售团队识别目标客户、做好技术交流以及挖掘客户需求，针对需求提供技术解决方案；
2、从项目需求、规划，落地全程跟踪，合理控制节奏，对内协调资源、对外项目负责，提升客户满意度；
3、负责大数据基础平台的设计工作，对接内外部大数据接入需求；
4、负责大数据系统设计、功能模块设计，数据平台的搭建、维护和优化；
5、负责规划数据产品的整体流程，并参与用户产品和数据产品的决策；
6、与公司各部门密切配合，寻求数据层面的业务价值，利用数据分析结论推动产品优化；
7、负责解决核心技术问题，对技术方案进行决策。
任职资格:
1、教育背景：
- 计算机、网络工程、信息工程等相关专业本科或以上学历；

2、经验背景：
- 有扎实的技术能力和分析能力，5年以上代码经验，拥有3年及以上大中型应用、大数据架构设计经验；
- 有数据团队管理经验，有过数据建设从0到1的实践经验；
-有服务汽车行业客户/快消行业客户经验；

3、岗位能力：
- 熟悉大数据hadoop、storm、spark、storm等架构
- 了解各种常用集群的搭建及性能调优Hadoop集群，spark集群；
- 具有一定的编程能力，至少熟练使用 Python / Java / C++ 其中的一种或以上；
- 了解云计算基本架构和原理，对云计算底层技术架构和虚拟化解决方案有一定的研究；
- 对Linux/Unix等操作系统原理有深入的理解；

4、软性能力：
- 能够引导客户需求，独立完成部署客户业务架构体系，有大型客户项目经验者优先；
- 具有良好的撰写需求分析、解决方案、PPT、宣讲能力。",25000,40000
213,上海市,迪颉信息科技上海有限公司,本科,3-5年,大数据工程师（中级）,15000-22000元/月,"岗位要求
1、本科及以上学历，计算机/软件工程、数理统计等相关专业
2、2~3年以上工作经验，1年以上数仓、大数据平台相关运维、架构优化经验 
3、掌握MPP分布式、Hadoop、HDFS、Spark、HBase、Hive、Zookeeper、Kafka等开源组件，有生产环境运维和优化经验
4、独立排错能力，精通SQL，能运用SQL处理复杂业务逻辑，
5、熟练使用linux、python，掌握Java、python、shell中至少一门编程语言
6、熟悉ansible、K8S,对于现代基础架构，云计算架构有一定的认识，能参与产品的研发
6、有较强的学习和抗压能力，对技术有热情，热衷于技术学习和分享
7、具备良好的目标导向、系统性思维、沟通协调能力，能适应出差

岗位职责
1、数据开发，参与离线数仓和实时数仓开发，基于大数据平台的开发项目实施包括如数据仓库、报表、BI、机器学习等
2、深入理解大数据平台架构，发现并解决性能瓶颈，支撑业务和数据量的快速增长，负责基于大数据平台的规划、部署、管理和优化，保障平台稳定可靠高效运行
4、参与公司数据分析产品的研发，包括DataOps以及AI产品的研发
5、大数据平台的日常运维及优化，熟悉并具有MPP、CDH平台运维经验优先


公司提供良好的技术环境及培训机会，希望候选人有强大的学习能力，并和公司一起成长 。",15000,22000
214,上海市,上海至存网络科技有限公司,本科,5-10年,大数据技术专家（兼职）,15000-20000元/月,"1，熟悉Clickhouse，Doris等数据库技术，有过埋点系统，用户画像等实际项目经验
2，帮助开发团队优化sql代码和技术架构。
3，有文档和方案能力优先，帮助产品团队优化方案和设计。
4，有项目开源经验优先，帮助共同开发和运营开源项目www.clklog.com。",15000,20000
215,上海市,诸云科技有限公司,本科,5-10年,高级大数据开发工程师,25000-50000元/月,"大数据开发/架构师
关于我们： 
Hi小伙伴，这里是诸云科技，是一家正在高速发展，极具创新性的新锐移动互联网企业。公司以原创阅读为基石，开放性地与全行业合作伙伴共建全产业链生态业务矩阵，以打造全球顶尖的文化产业集团为愿景，带领团队创造更多可能性。目前公司已经连续四年实现持续稳定的盈利。希望优秀的你一起加入进来！！！
PS：厦门的互联网公司，需要在厦门总部工作
1. 负责公司数据产品的系统整体架构，应对复杂业务场景和高流量挑战；
2. 以Tech Lead的角色带领组内同学进行核心技术攻关，解决用户量和数据量暴涨带来的技术难题；
3. 出色的技术沟通能力，与业务团队核心服务端共建微服务数据体系，持续保障数据的一致性、稳定性；
4. 根据公司项目和业务发展特点，负责研究相关大数据前沿技术。
职位要求
1. 统招本科及以上学历，3年大数据开发工作经验以上，熟悉Java语言优先；
2. 对数据和业务敏感，能够持续深度思考数据价值和工作价值，有较强的自我成就驱动力，能够在更大业务舞台空间释放自己；
3. 熟悉Hadoop/Hive、Spark等，有Flink、Kafka、ClickHouse等经验优先，对实时和离线数据仓库有一定的认知能力，有中长期的产品/技术视野；
4. 有较强的编码能力，代码框架设计能力，有超PB级别大数据处理实战经验，熟悉整个大数据的完整处理流程，优秀的问题解决能力；
5. 丰富的实时或者离线数据体系建设经验，有数据产品服务架构经验者优先。
加分项
有以下行业经验：数据服务·互联网·计算机软件
福利：
1、五险一金：五险一金入职即缴纳； 2、超多假期：各类国家法定假期都能休，入职满几年多几天年假~ ；3、贴心礼金：生日礼金+结婚礼金+生育礼金+吊唁金等各类心意礼金 ；4、福利活动：年会+博饼宴+周年庆等大小节日，热闹有趣，礼品超多！5、加班补贴和企业滴滴免费打车； 6、每周定期锻炼：包场运动馆（羽毛球、篮球等）； 7、团建经费：提供每月部门团建经费，让云粉们升华奋斗友谊~ 8、饮料零食供应：全年无限量养生茶和饮料，全年无限量零食免费供应，可自行取用； 9、年度体检：提供每年一次健康体检，守护云粉们的健康喜乐； 10、落户厦门：公司为符合厦门市落户条件的同学办理落户/档案迁入 11、丰厚补贴：公司为符合条件的同学申领各类政府人才&生活补贴~",25000,50000
216,上海市,达疆网络科技上海有限公司,本科,3-5年,资深大数据开发工程师,21000-35000元/月,"岗位职责：
1、参与京东秒送PB级数据仓库的建设，为各业务方提供完整、高效的数据支撑
2、基于简单、易用、高效、可靠等原则建设离线数据仓库，支撑上层数据产品和分析师
3、构建实时数据仓库，满足实时业务场景
4、深入参与数据产品建设，为公司内外提供完善的数据解决方案
5、满足公司各部门日常的数据需求

岗位要求：
1、计算机相关专业本科以上学历，四年以上数仓开发实施经验，能够根据业务设计数据仓库模型，并对数据模型进行管理，保证数据的产出和质量
2、精通sql开发，有较丰富的Hive sql性能调优经验，能进行udf开发者优先
3、有Spark Streaming/Flink/Storm等实时数据开发经验者优先
4、熟悉Mysql、Hbase、Redis、Doris、ClickHouse等存储引擎的架构，能够根据应用场景进行技术选型
5、学习能力强，拥有优秀的逻辑思维能力、良好的理解和表达能力、较强的抗压能力
6、工作认真、负责，有良好的沟通技巧和团队合作精神",21000,35000
217,上海市,上海人工智能网络系统工程技术研究中心有限公司,本科,5-10年,资深大数据开发工程师,25000-40000元/月,"技术要求：
1、熟练掌握SQL语言，熟悉clickhouse数据库；
2、有五年以上大数据开发经验，熟悉大数据开发框架，熟悉大数据主流工具和技术，对大数据基础架构和平台有深刻理解；
3、熟悉JAVA开发语言（必备），Python、Scala等开发语言中的一种或多种，熟悉Linux操作系统和Shell编程。
4、熟悉图数据库NebulaGraph，有知识图谱模型开发经验者优先。
5、熟悉网络安全相关业务领域者优先。",25000,40000
218,上海市,上海人工智能网络系统工程技术研究中心有限公司,本科,5-10年,高级大数据开发工程师,25000-40000元/月,"职位描述
1.负责网络安全业务系统复杂分布式计算规则业务、实时数仓和离线数仓的建设
2.架构设计、平台扩容方案设计等
3.实时流分析引擎设计、平台性能优化等
任职要求：
1.掌握java/scala，了解jvm的调优方式，能够快速定位问题
2.掌握Flink、Spark等其中一种实时流处理框架，有五年以上开发、性能调优经验
3.熟悉Hadoop生态体系下相关技术，如hdfs、hive、hbase等
4.熟练使用ClickHouse数据库、并能够性能优化和部署, 掌握ElasticSearch,了解HDP或者CDH大数据套件优先。
5.有大数据平台架构设计部署经验，有k8s、docker使用优先
6.具有网络安全行业大数据流量分析经验优先
7.有网络安全行业数据挖掘算子设计经验优先",25000,40000
219,上海市,上海梓升企业管理有限公司,本科,1-3年,大数据后端开发工程师,25000-35000元/月,"参与公司内各条线后端框架建设；参与高并发系统的工程化开发、运维；
3年左右工作经验，具备异步开发经验",25000,35000
220,上海市,华为云计算技术有限公司,不限,不限,大数据/后端开发工程师,20000-25000元/月,"岗位描述
1、负责华为云CDN+X大数据平台建设(实时和离线数据仓库和数据湖的构建和开发）
2、负责华为云CDN+X数据服务的实时或离线数据指标的数据建模、设计和开发
3、负责华为云CDN+X数据服务相关组件的开发、维护和优化，参与核心技术问题攻坚、疑难问题解决
4、负责华为云CDN+X数据服务的监控&告警数据指标的数据建模、设计和开发

职位要求
1. 具有良好的抽象设计和数据建模能力，思路清晰、善于思考，拥有独立解决问题的能力，具备良好的团队合作精神
2. 熟练掌握Java/Scala/Go语言，掌握多线程、网络编程、异步，熟悉JVM内存结构与GC算法调优
3. 熟悉常见的算法和数据结构，能够参与数据模型设计、ETL开发、OLAP开发等，有实时数仓建设经验的优先
4、熟悉Hadoop、Hive、Spark、Kafka、Hbase、Flink、Elasticsearch、Clickhouse等大数据组件的优先",20000,25000
221,上海市,北京抖音信息服务有限公司,本科,5-10年,【上海】大数据交付架构师,25000-50000元/月,"职位描述
1、负责字节跳动面向企业客户的实时数据体系建设，对长中短期工作目标、工作方法和结果负责；
2、深入理解企业客户的业务场景，建立并不断优化面向企业客户的整体离线、实时数仓、数据服务解决方案，降低开发、运维成本；
3、具备客户现场交付能力，负责大数据架构拆解落地、技术侧沟通协调工作。
职位要求
1、具有3年以上数据开发经验，并且具有复杂场景的方案设计和开发经验；
2、精通并行计算或者分布式计算原理，熟悉高并发、高稳定性、可线性扩展、海量数据的系统特点和技术方案；
3、深入了解Spark、Flink或Spark Streaming，有大规模实践经验；
4、对数据湖、MPP引擎有落地实践经验；
5、拥有扎实的计算机和Java语言基础，熟悉主流的Java框架，包括Spring、Netty、Mybatis、Guava等等，了解JVM的基本实现原理；
6、善于沟通，对业务敏感，能快速理解业务背景，具备优秀的技术与业务结合能力；
7、有任一行业的企业客户技术服务经验优先。",25000,50000
222,上海市,上海夺畅网络技术有限公司,本科,10年以上,大数据及人工智能技术总监,100000-120000元/月,"大数据及人工智能技术总监
工作职责：
	1.	负责制定和实施公司的大数据及人工智能技术战略和规划，确保技术团队在技术研发和创新方面保持领先地位；
	2.	领导和管理大数据及人工智能团队，包括招聘、培训、提升团队成员的能力，并确保团队的高效协作和团队目标的达成；
	3.	指导和参与大数据及人工智能项目的规划、设计、开发和实施，从而提高产品和服务的质量和性能；
	4.	负责全面了解和掌握公司的业务需求和内部流程，合理规划和使用大数据及人工智能技术，提供有效的解决方案；
	5.	研究和评估新兴技术，并结合业务场景提出技术创新和改进的方案，特别关注AI大模型的理解和实践落地；
	6.	主导和推进数据分析和挖掘工作，发现和利用数据中的价值，并将其转化为可商业化的数据产品和人工智能产品；
	7.	管理和协调跨部门的合作，确保数据产品化和人工智能产品化项目按时交付和达成预期目标。
任职要求：
	1.	本科及以上学历，计算机科学、数据科学、人工智能或相关专业背景；
	2.	拥有 10 年以上的大数据及算法研发经验，有丰富的从事大数据处理和算法研发的工作经历，有成功实施的大数据研发产品和人工智能作品；
	3.	在机器学习、深度学习、AI大模型领域有深刻的理解和实践落地经验，熟悉大规模AI模型的开发、训练和部署流程；
	4.	熟悉主流的大数据平台和工具，如Hadoop、Spark、数据湖等，并能熟练运用大数据处理相关技术，具备优秀的编程能力；
	5.	具备 3 年以上的 20 人以上团队管理经验，能够有效领导和管理团队，推动项目的成功完成；",100000,120000
223,上海市,拉扎斯网络科技上海有限公司,本科,5-10年,大数据专家—杭州/上海,25000-50000元/月,"数据分析、数据科学、数据挖掘+数据研发的同学都open看~
职位描述
1、理解饿了么业务模式、全链路数据指标体系及拆解逻辑；
3、基于对业务理解和数据驱动，熟练运用各种统计分析、数据挖掘、机器学习等手段，进行业务问题诊断归因，机会点洞察发现，业务策略效果评估及预测等，在供需匹配、用户营销、业财一体、商物流协同等场景为业务的高效决策和精准策略制定与落地提供支持和参考；
4、针对专项分析和洞察，输出分析报告。

职位要求
1、有市场研究、统计分析、机器学习等相关经验；
2、良好的业务理解和逻辑分析能力，能快速发现问题，抓住要点；
3、熟练的数据处理能力，可使用多种平台工具或开发语言进行处理分析（hive，python等），并能独立编写数据分析报告；
4、AB实验设计及评估能力，针对策略制定形成实验验证和优化迭代的闭环链路；
5、良好的沟通协作能力，在多角色及跨团队沟通场景，能给出明确清晰的数据链路能力的建议。",25000,50000
224,上海市,上海合合信息科技股份有限公司,本科,3-5年,客户成功经理（大数据）,10000-15000元/月,"一、岗位要求：
1.负责合合信息数据B端标准SaaS、插件等形态产品的客户成功工作；
2.重点跟进银行/泛金融/生产加工制造等行业的已成交客户续约进展，对续费率负责；
3.为新成交客户提供现有产品的有效应用方案，进行产品应用培训，保证客户持续使用产品，对客户健康度负责；
4.能够挖掘客户的新业务场景、需求，并反馈内部进行功能升级优化；帮助客户解决产品使用中问题，保证客户满意度；
5.挖掘存量客户的增购机会，并进行客户增购的方案制定和流程跟进；
6.总结提炼客户的业务场景、痛点及应用方式、效果，形成最佳应用实践案例；
7.根据客户成功经验，参与意向客户售前演示、线上线下需求访谈、标准产品的应用落地；
8.参与各类标准流程的制定和物料交付，完成领导安排的其他工作；
二、任职资格：
1.统招本科及以上学历（211、985优先），要求理工、金融、财经等相关专业；
2.具备3年以上大数据行业或相似行业的客户成功或者存量客户维护工作经验，特别优秀者可放开资格；
3.学习能力强，可以快速掌握多种形态产品应用方式，快速学习和熟悉新概念、新领域知识；
4.良好的客户服务意识，执行力好，高度的敬业精神和团队协作意识;
5.性格正直、向上、开朗，能够给团队带来正能量。",10000,15000
225,上海市,上海夺畅网络技术有限公司,本科,10年以上,大数据及人工智能技术总监,75000-100000元/月,"工作职责：		
1、负责制定和实施公司的大数据及人工智能技术战略和规划，确保技术团队在技术研发和创新方面保持领先地位；
2、领导和管理大数据及人工智能团队，包括招聘、培训、提升团队成员的能力，并确保团队的高效协作和团队目标的达成；
3、指导和参与大数据及人工智能项目的规划、设计、开发和实施，从而提高产品和服务的质量和性能；
4、负责全面了解和掌握公司的业务需求和内部流程，合理规划和使用大数据及人工智能技术，提供有效的解决方案；
5、研究和评估新兴技术，并结合业务场景提出技术创新和改进的方案，特别关注AI大模型的理解和实践落地；
6、主导和推进数据分析和挖掘工作，发现和利用数据中的价值，并将其转化为可商业化的数据产品和人工智能产品；
7、管理和协调跨部门的合作，确保数据产品化和人工智能产品化项目按时交付和达成预期目标。

任职要求：		
1、本科及以上学历，计算机科学、数据科学、人工智能或相关专业背景；
2、拥有 10 年以上的大数据及算法研发经验，有丰富的从事大数据处理和算法研发的工作经历，有成功实施的大数据研发产品和人工智能作品；
3、在机器学习、深度学习、AI大模型领域有深刻的理解和实践落地经验，熟悉大规模AI模型的开发、训练和部署流程；
4、熟悉主流的大数据平台和工具，如Hadoop、Spark、数据湖等，并能熟练运用大数据处理相关技术，具备优秀的编程能力；
5、具备 3 年以上的 20 人以上团队管理经验，能够有效领导和管理团队，推动项目的成功完成；",75000,100000
